Status,"Kampagnen ID",Kampagne,Kategorie,Unterkategorien,URL,"Exklusiv bei TradeTracker","Tracking URL",CPM,Klick,Lead,iLead,"Sales (EUR)","iSales (EUR)","Sales (%)","iSales (%)","App install","App start",Segment,Registrierungsdatum,Änderungsdatum,"Deep Linking",CleanLinking,"Referenz Tracking",Produkt-Feed,Suchmaschinen-Marketing,"E-Mail Marketing",Cashback,"Gutschein-, Rabatt- und Angebotsseiten",Prepayment,Segmentierung,Cookie-Laufzeit,Startdatum,Enddatum,"Lead Attritbution Modell","Verglichen mit den letzten 30 Tagen","Sales Attribution Modell","Verglichen mit den letzten 30 Tagen"
"Nicht angemeldet",#16405,VISIT-X.net,Erotik,"Erotik > Adult Dating, Erotik > Erotikprodukte",https://www.visit-x.net/,nein,https://www.visit-x.net/AMATEURE/?tt=16405_0_390329_,-,-,-,-,-,-,"30,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",11.12.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33518,vitalhemp.de,"Gesundheit und Schönheit","Gesundheit und Schönheit > Nahrungsergänzungsmittel",https://vitalhemp.de/,nein,https://tc.tradetracker.net/?c=33518&m=0&a=390329,-,-,-,-,-,-,"21,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"45 Tage",02.12.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#7216,Vivara.de,Tiere,"Tiere > Katzen und Hunde, Tiere > Aquarien und Teiche, Tiere > Pferde, Tiere > Haustierfutter",https://www.vivara.de,nein,https://www.vivara.de/bestellshop/?tt=7216_0_390329_,-,-,"0,18 €",-,-,-,"7,00 %","7,00 %",-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"40 Tage",11.05.12,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#28100,Vueling.com,"Reisen und Urlaub",,https://www.vueling.com/de,nein,https://tc.tradetracker.net/?c=28100&m=0&a=390329,-,-,-,-,"4,20 €",-,-,-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",02.05.18,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33754,"Webador DE","Persönliche Internetdienstleistungen","Persönliche Internetdienstleistungen > Verkaufsangebote",https://www.webador.de/,ja,https://www.webador.de/website/?tt=33754_0_390329_,-,-,"0,50 €",-,-,-,"30,00 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Erlaubt,Eingeschränkt,"Nicht gestattet",nein,manuell,"100 Tage",15.12.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#31856,webshop.acsi.eu,"Reisen und Urlaub",,https://webshop.acsi.eu/de,nein,https://tc.tradetracker.net/?c=31856&m=0&a=390329,-,-,-,-,-,-,"6,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Eingeschränkt,"Nicht gestattet",nein,manuell,"100 Tage",11.03.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#13690,Weinhelden.de,"Essen und Trinken","Essen und Trinken > Alkohol, Essen und Trinken > Champagner und Weine, Geschenke und Gadgets > Geschenke",https://weinhelden.de/,nein,https://weinhelden.de/wein/?tt=13690_0_390329_,-,-,-,-,-,-,"5,50 %","5,50 %",-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"60 Tage",02.12.13,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#16301,wellnesshotel24.de,"Reisen und Urlaub","Reisen und Urlaub > Hotels",https://www.wellnesshotel24.de/,nein,https://www.wellnesshotel24.de/wellnesshotels/?tt=16301_0_390329_,-,-,-,-,-,-,"6,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"60 Tage",08.09.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#2374,Wiesenbett,"Reisen und Urlaub","Reisen und Urlaub > Kinderreisen, Reisen und Urlaub > Winterurlaub, Reisen und Urlaub > Ferienwohnungen, Reisen und Urlaub > Abenteuerreisen, Reisen und Urlaub > Sommerurlaub, Reisen und Urlaub > Aktivreisen, Reisen und Urlaub > Jugendreisen",https://www.wiesenbett.de,nein,https://tc.tradetracker.net/?c=2374&m=0&a=390329,-,-,-,-,-,-,"8,40 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"30 Tage",02.08.13,,Benutzerdefiniert,-,Benutzerdefiniert,-
"Nicht angemeldet",#33638,WoodWatch.com/de,"Mode und Accessoires","Mode und Accessoires > Accessoires, Mode und Accessoires > Schmuck und Uhren, Kunst und Lifestyle > Lifestyle, Geschenke und Gadgets > Geschenke",https://www.woodwatch.com/de/,ja,https://www.woodwatch.com/en/tracking/tradetracker/redirect/?tt=33638_0_390329_,-,-,-,-,-,-,"10,50 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet","Nicht gestattet","Nicht gestattet","Nicht gestattet",nein,manuell,"100 Tage",24.11.20,,"Position (40/20/40)",-,"Position (40/20/40)",-
"Nicht angemeldet",#33590,Xmasdeco,"Wohnen, Haus und Garten",,https://xmasdeco.de/,ja,https://xmasdeco.de/weihnachtsbaum/?tt=33590_0_390329_,-,-,-,-,-,-,"10,50 %",-,-,-,-,,,ja,nein,ja,ja,Erlaubt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",20.11.20,,Benutzerdefiniert,-,Benutzerdefiniert,-
"Nicht angemeldet",#16620,"Xtrawine.com ","Essen und Trinken","Essen und Trinken > Alkohol, Essen und Trinken > Champagner und Weine",https://www.xtrawine.com/de,nein,https://www.xtrawine.com/prodotti/?tt=16620_0_390329_,-,-,-,-,-,"4,90 €","3,50 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,"Nicht gestattet",nein,automatisch,"60 Tage",19.09.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33077,Yescapa.de,"Reisen und Urlaub","Reisen und Urlaub > Autovermietung, Reisen und Urlaub > Camping-Reisen",https://www.yescapa.de,ja,https://tc.tradetracker.net/?c=33077&m=0&a=390329,-,-,"14,00 €",-,-,-,-,-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"30 Tage",14.09.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#5435,Yoekfashion.de,"Mode und Accessoires","Mode und Accessoires > Übergrößen",https://www.yoekfashion.de,ja,https://www.yoekfashion.de/tt/?tt=5435_0_390329_,-,-,-,-,-,-,"10,00 %",-,-,-,-,,,ja,nein,ja,ja,Erlaubt,Eingeschränkt,Eingeschränkt,Erlaubt,nein,automatisch,"100 Tage",14.07.11,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#27339,Yoins.com,"Mode und Accessoires",,https://www.yoins.com/de/,nein,https://tc.tradetracker.net/?c=27339&m=0&a=390329,-,-,-,-,-,-,"9,10 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"60 Tage",13.03.18,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#32554,Yourdecoration.de,"Wohnen, Haus und Garten",,https://www.yourdecoration.de/,ja,https://tc.tradetracker.net/?c=32554&m=0&a=390329,-,-,-,-,-,-,"10,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"100 Tage",18.05.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#26248,Yourlivingart.com,"Wohnen, Haus und Garten","Geschenke und Gadgets > Geschenke, Wohnen, Haus und Garten > Terrasse, Geschenke und Gadgets > Gadgets, Wohnen, Haus und Garten > Möbel und Interior, Kunst und Lifestyle > Lifestyle, Wohnen, Haus und Garten > Haus & Garten, Kunst und Lifestyle > Kunst, Wohnen, Haus und Garten > Immobilie, Wohnen, Haus und Garten > Lampen und Licht, Kunst und Lifestyle > Poster und Bilder, Kunst und Lifestyle > Leinwände, Wohnen, Haus und Garten > Wohnungseinrichtung, Büro > Büromöbel, Wohnen, Haus und Garten > Küche",https://www.yourlivingart.com/,nein,https://www.yourlivingart.com/art/?tt=26248_0_390329_,-,-,-,-,-,-,"8,00 %",-,-,-,-,,,ja,nein,ja,nein,Erlaubt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",20.07.17,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#2706,YourSurprise.de,"Geschenke und Gadgets","Geschenke und Gadgets > Geschenke, Mode und Accessoires > Accessoires, Geschenke und Gadgets > Gadgets, Kunst und Lifestyle > Kunst, Kunst und Lifestyle > Poster und Bilder, Bücher, Zeitungen und Magazine > Zeitschriften und Magazine, Bücher, Zeitungen und Magazine > Bücher, Baby und Kinder > Kinderspielzeug, Geschenke und Gadgets > Glückwunschkarten, Baby und Kinder > Babykleidung, Essen und Trinken > Champagner und Weine, Baby und Kinder > Babyprodukte, Kunst und Lifestyle > Leinwände, Kunst und Lifestyle > Fotoalben, Kunst und Lifestyle > Lifestyle, Mode und Accessoires > Handtaschen und Portemonnaies, Kunst und Lifestyle > Fotoprodukte, Essen und Trinken > Alkohol, Mode und Accessoires > Damen, Essen und Trinken > Kaffeeprodukte, Essen und Trinken > Gebäck und Kuchen",https://www.yoursurprise.de/,ja,https://www.yoursurprise.de/tt/?tt=2706_0_390329_,-,-,-,-,-,-,"17,00 %","12,00 %",-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Eingeschränkt,nein,manuell,"30 Tage",10.11.09,,Klassisch,-,Benutzerdefiniert,-
"Nicht angemeldet",#25953,"Zafiro Hotels","Reisen und Urlaub","Reisen und Urlaub > Hotels",https://www.zafirohotels.com/de/,nein,https://tc.tradetracker.net/?c=25953&m=0&a=390329,-,-,-,-,-,-,"4,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",23.05.17,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#32004,Zava,"Gesundheit und Schönheit",,https://www.zavamed.com/de/,nein,https://tc.tradetracker.net/?c=32004&m=0&a=390329,-,-,-,-,-,-,"14,00 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",14.02.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#30491,zeelandferienhaus.com,"Reisen und Urlaub",,https://www.zeelandferienhaus.com/,nein,https://tc.tradetracker.net/?c=30491&m=0&a=390329,-,-,-,-,-,-,"5,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"60 Tage",07.05.19,,Klassisch,-,Benutzerdefiniert,-
"Nicht angemeldet",#25792,Zolemba,Büro,"Elektronik > Multimedia, Gewerbe > Drucken, Büro > Büromöbel, Büro > Büromaterial",https://www.zolemba.de,nein,https://tc.tradetracker.net/?c=25792&m=0&a=390329,-,-,-,-,"5,60 €",-,-,-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",10.10.17,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33794,"ZTE DE",Telekommunikation,"Telekommunikation > Mobiltelefone",https://eu.ztedevices.com/,ja,https://tc.tradetracker.net/?c=33794&m=0&a=390329,-,-,-,-,-,-,"4,00 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Erlaubt,Eingeschränkt,Erlaubt,nein,manuell,"60 Tage",11.01.21,,Klassisch,-,Klassisch,-
